0.000000,0.000000,0.000000,0.000000
0.000000,-0.000316,0.000001,0.000312
0.001351,-0.001314,-0.000000,0.000312
0.002605,0.001612,-0.000000,0.000312
0.003805,0.001027,-0.000001,0.000312
0.004965,0.000410,0.000001,0.000312
0.006091,0.000104,0.000000,0.000312
0.007190,0.001243,0.000001,0.000312
0.008264,0.003166,-0.000000,0.000312
0.009317,0.003166,0.000000,0.000312
0.010351,0.003005,-0.000001,0.000312
0.011367,0.004505,-0.000000,0.000312
0.012368,0.002990,0.000000,0.000312
0.013355,0.004189,-0.000000,0.000312
0.014328,0.005941,-0.000000,0.000312
0.015289,0.005735,-0.000001,0.000312
0.016239,0.004480,0.000000,0.000312
0.017178,0.006439,-0.000000,0.000312
0.018107,0.007883,-0.000001,0.000312
0.019027,0.008637,0.000000,0.000312
0.019939,0.007489,0.000001,0.000312
0.020842,0.007543,0.000000,0.000312
0.021738,0.009556,-0.000001,0.000312
0.022626,0.011061,0.000001,0.000312
0.023508,0.010638,-0.000000,0.000312
0.024383,0.010731,-0.000001,0.000312
0.025253,0.011901,-0.000001,0.000312
0.026116,0.012827,0.000000,0.000312
0.026974,0.014078,-0.000001,0.000312
0.027827,0.013031,0.000000,0.000312
0.028675,0.013268,-0.000001,0.000312
0.029518,0.014725,-0.000000,0.000312
0.030356,0.014095,-0.000001,0.000312
0.031191,0.017064,0.000001,0.000312
0.032021,0.015086,0.000000,0.000312
0.032848,0.017309,-0.000001,0.000312
0.033671,0.017328,-0.000000,0.000312
0.034490,0.018570,-0.000000,0.000312
0.035306,0.019919,-0.000000,0.000312
0.036118,0.019806,-0.000001,0.000312
0.036928,0.020346,-0.000001,0.000312
0.037735,0.022536,-0.000001,0.000312
0.038539,0.021562,0.000000,0.000312
0.039340,0.021642,0.000000,0.000312
0.040138,0.022575,0.000000,0.000312
0.040935,0.022554,-0.000000,0.000312
0.041728,0.023083,-0.000000,0.000312
0.042520,0.023729,0.000001,0.000312
0.043309,0.026712,-0.000001,0.000312
0.044096,0.027941,-0.000001,0.000312
0.044882,0.026198,0.000000,0.000312
0.045665,0.028406,-0.000001,0.000312
0.046447,0.027907,0.000000,0.000312
0.047226,0.028851,-0.000000,0.000312
0.048002,0.029878,0.000163,0.000312
0.048772,0.028939,0.000164,0.000312
0.049537,0.030250,0.000164,0.000312
0.050296,0.029533,0.000163,0.000312
0.051051,0.032055,0.000163,0.000312
0.051800,0.031999,0.000162,0.000312
0.052545,0.032174,0.000163,0.000312
0.053286,0.034441,0.000164,0.044361
0.054022,0.034090,0.000181,0.044361
0.054754,0.033676,0.000182,0.044361
0.055481,0.035115,0.000181,0.044361
0.056204,0.033557,0.000180,0.044361
0.056924,0.034052,0.000182,0.044361
0.057639,0.035193,0.000181,0.044361
0.058351,0.034960,0.000182,0.044361
0.059059,0.037220,0.000181,0.044361
0.059764,0.038609,0.000181,0.044361
0.060466,0.037251,0.000182,0.044361
0.061164,0.039977,0.000181,0.044361
0.061860,0.038940,0.000181,0.044361
0.062552,0.039839,0.000182,0.044361
0.063242,0.041428,0.000182,0.044361
0.063929,0.041659,0.000181,0.062872
0.064613,0.039875,0.000189,0.062872
0.065295,0.042008,0.000189,0.062872
0.065974,0.041953,0.000190,0.062872
0.066651,0.042683,0.000190,0.062872
0.067325,0.042206,0.000190,0.062872
0.067997,0.042424,0.000190,0.062872
0.068667,0.044253,0.000190,0.062872
0.069334,0.044578,0.000189,0.062872
0.070000,0.044347,0.000190,0.062872
0.070663,0.045905,0.000189,0.062872
0.071325,0.047089,0.000191,0.062872
0.071984,0.048254,0.000189,0.062872
0.072642,0.048922,0.000190,0.062872
0.073298,0.048901,0.000190,0.062872
0.073953,0.047374,0.000189,0.081448
0.074605,0.048474,0.000199,0.081448
0.075256,0.048357,0.000197,0.081448
0.075906,0.050568,0.000198,0.081448
0.076553,0.049900,0.000197,0.081448
0.077199,0.053002,0.000199,0.081448
0.077843,0.052880,0.000199,0.081448
0.078486,0.053585,0.000198,0.081448
0.079128,0.053227,0.000199,0.081448
0.079768,0.052676,0.000198,0.081448
0.080407,0.053068,0.000197,0.081448
0.081044,0.055995,0.000198,0.081448
0.081681,0.055178,0.000198,0.081448
0.082316,0.056759,0.000198,0.081448
0.082949,0.055782,0.000197,0.081448
0.083582,0.057435,0.000198,0.099743
0.084214,0.057361,0.000207,0.099743
0.084844,0.057879,0.000208,0.099743
0.085473,0.059875,0.000206,0.099743
0.086101,0.059678,0.000208,0.099743
0.086727,0.060720,0.000208,0.099743
0.087353,0.061737,0.000207,0.099743
0.087978,0.060868,0.000206,0.099743
0.088601,0.062175,0.000206,0.099743
0.089224,0.061760,0.000207,0.099743
0.089845,0.062497,0.000208,0.099743
0.090466,0.063387,0.000207,0.099743
0.091086,0.064778,0.000207,0.099743
0.091704,0.064922,0.000207,0.099743
0.092322,0.065135,0.000206,0.099743
0.092940,0.064333,0.000207,0.117701
0.093556,0.067063,0.000216,0.117701
0.094171,0.066940,0.000216,0.117701
0.094786,0.066748,0.000215,0.117701
0.095399,0.066725,0.000216,0.117701
0.096012,0.069057,0.000215,0.117701
0.096624,0.068421,0.000216,0.117701
0.097235,0.068364,0.000217,0.117701
0.097845,0.069041,0.000216,0.117701
0.098454,0.071779,0.000215,0.117701
0.099063,0.072076,0.000216,0.117701
0.099671,0.072693,0.000216,0.117701
0.100278,0.072197,0.000215,0.117701
0.100885,0.072168,0.000215,0.117701
0.101491,0.074513,0.000217,0.117701
0.102096,0.073881,0.000216,0.135376
0.102701,0.073325,0.000225,0.135376
0.103305,0.075345,0.000225,0.135376
0.103908,0.076816,0.000225,0.135376
0.104510,0.075214,0.000226,0.135376
0.105112,0.077783,0.000226,0.135376
0.105713,0.076399,0.000224,0.135376
0.106313,0.078922,0.000225,0.135376
0.106912,0.079326,0.000224,0.135376
0.107511,0.079989,0.000226,0.135376
0.108110,0.080500,0.000224,0.135376
0.108707,0.080993,0.000225,0.135376
0.109305,0.081306,0.000226,0.135376
0.109901,0.081176,0.000226,0.135376
0.110497,0.082429,0.000225,0.135376
0.111093,0.080847,0.000225,0.152772
0.111688,0.083228,0.000234,0.152772
0.112282,0.083580,0.000235,0.152772
0.112876,0.084744,0.000235,0.152772
0.113469,0.084923,0.000235,0.152772
0.114061,0.085929,0.000236,0.152772
0.114653,0.086937,0.000235,0.152772
0.115244,0.086300,0.000235,0.152772
0.115834,0.087395,0.000235,0.152772
0.116424,0.085817,0.000234,0.152772
0.117014,0.086141,0.000234,0.152772
0.117603,0.088827,0.000234,0.152772
0.118191,0.090294,0.000234,0.152772
0.118779,0.090441,0.000234,0.152772
0.119367,0.088291,0.000235,0.152772
0.119954,0.089061,0.000235,0.169804
0.120540,0.091859,0.000244,0.169804
0.121126,0.092436,0.000245,0.169804
0.121712,0.092272,0.000244,0.169804
0.122296,0.092838,0.000245,0.169804
0.122880,0.093039,0.000244,0.169804
0.123464,0.093566,0.000244,0.169804
0.124047,0.095436,0.000244,0.169804
0.124630,0.093415,0.000243,0.169804
0.125212,0.096136,0.000245,0.169804
0.125793,0.095793,0.000243,0.169804
0.126374,0.097966,0.000245,0.169804
0.126955,0.095467,0.000244,0.169804
0.127535,0.098117,0.000244,0.169804
0.128115,0.097263,0.000244,0.169804
0.128694,0.097813,0.000244,0.186576
0.129273,0.099788,0.000254,0.186576
0.129851,0.098827,0.000254,0.186576
0.130428,0.099297,0.000254,0.186576
0.131005,0.101199,0.000253,0.186576
0.131582,0.100637,0.000254,0.186576
0.132158,0.101388,0.000254,0.186576
0.132733,0.103128,0.000255,0.186576
0.133308,0.103341,0.000254,0.186576
0.133883,0.103831,0.000254,0.186576
0.134457,0.103766,0.000255,0.186576
0.135030,0.104626,0.000255,0.186576
0.135603,0.104611,0.000254,0.186576
0.136176,0.106793,0.000255,0.186576
0.136748,0.106253,0.000255,0.186576
0.137320,0.108207,0.000253,0.203072
0.137892,0.107093,0.000264,0.203072
0.138463,0.106896,0.000264,0.203072
0.139033,0.107070,0.000265,0.203072
0.139603,0.108060,0.000264,0.203072
0.140172,0.110566,0.000263,0.203072
0.140740,0.111349,0.000265,0.203072
0.141309,0.111562,0.000263,0.203072
0.141876,0.112054,0.000264,0.203072
0.142444,0.111722,0.000263,0.203072
0.143010,0.111488,0.000264,0.203072
0.143577,0.112262,0.000264,0.203072
0.144143,0.111828,0.000263,0.203072
0.144708,0.114921,0.000264,0.203072
0.145273,0.114069,0.000265,0.203072
0.145838,0.115351,0.000264,0.219148
0.146402,0.115786,0.000275,0.219148
0.146966,0.117290,0.000273,0.219148
0.147529,0.116741,0.000275,0.219148
0.148091,0.117363,0.000275,0.219148
0.148653,0.117280,0.000275,0.219148
0.149215,0.119439,0.000275,0.219148
0.149776,0.119600,0.000274,0.219148
0.150337,0.120400,0.000274,0.219148
0.150897,0.119944,0.000274,0.219148
0.151456,0.119539,0.000274,0.219148
0.152016,0.119345,0.000273,0.219148
0.152574,0.120406,0.000274,0.219148
0.153133,0.121475,0.000273,0.219148
0.153691,0.121529,0.000274,0.219148
0.154248,0.123900,0.000275,0.234869
0.154806,0.123024,0.000285,0.234869
0.155362,0.125172,0.000285,0.234869
0.155918,0.125685,0.000284,0.234869
0.156474,0.126264,0.000285,0.234869
0.157029,0.124216,0.000285,0.234869
0.157583,0.127003,0.000284,0.234869
0.158137,0.124826,0.000284,0.234869
0.158691,0.128031,0.000284,0.234869
0.159244,0.127183,0.000284,0.234869
0.159796,0.128849,0.000284,0.234869
0.160348,0.129454,0.000284,0.234869
0.160900,0.128876,0.000284,0.234869
0.161452,0.130102,0.000285,0.234869
0.162003,0.129029,0.000285,0.234869
0.162553,0.129393,0.000285,0.250326
0.163103,0.130595,0.000295,0.250326
0.163653,0.131116,0.000296,0.250326
0.164202,0.130882,0.000296,0.250326
0.164750,0.133332,0.000296,0.250326
0.165298,0.134377,0.000295,0.250326
0.165845,0.133699,0.000295,0.250326
0.166392,0.133197,0.000295,0.250326
0.166939,0.135322,0.000294,0.250326
0.167485,0.134995,0.000295,0.250326
0.168030,0.134965,0.000295,0.250326
0.168575,0.137524,0.000295,0.250326
0.169120,0.137063,0.000295,0.250326
0.169664,0.138007,0.000295,0.250326
0.170208,0.138330,0.000295,0.250326
0.170752,0.139035,0.000294,0.265491
0.171295,0.138126,0.000305,0.265491
0.171837,0.138362,0.000306,0.265491
0.172379,0.140259,0.000306,0.265491
0.172920,0.139633,0.000305,0.265491
0.173461,0.139998,0.000306,0.265491
0.174001,0.141666,0.000306,0.265491
0.174541,0.141677,0.000305,0.265491
0.175080,0.143005,0.000306,0.265491
0.175619,0.143453,0.000305,0.265491
0.176158,0.142120,0.000306,0.265491
0.176696,0.144689,0.000306,0.265491
0.177233,0.144540,0.000306,0.265491
0.177770,0.143817,0.000306,0.265491
0.178307,0.146690,0.000305,0.265491
0.178843,0.146997,0.000305,0.280263
0.179379,0.145644,0.000317,0.280263
0.179915,0.148190,0.000316,0.280263
0.180449,0.147721,0.000317,0.280263
0.180983,0.148969,0.000316,0.280263
0.181517,0.148844,0.000317,0.280263
0.182050,0.150276,0.000316,0.280263
0.182583,0.150141,0.000317,0.280263
0.183115,0.150676,0.000316,0.280263
0.183647,0.150377,0.000317,0.280263
0.184178,0.152240,0.000317,0.280263
0.184709,0.152053,0.000317,0.280263
0.185239,0.152405,0.000316,0.280263
0.185769,0.150780,0.000317,0.280263
0.186299,0.152336,0.000317,0.280263
0.186828,0.152867,0.000316,0.294682
